origin_type,strategy,ProductId,model,n,actual_total,prediction_total,MAE,RMSE,MAPE,WAPE,sMAPE,RMSLE,Bias,BiasRatio
development,direct,1,NeuralNet,83,5033.0,4927.584768347664,19.32775583786301,34.84516447934815,43.47190983108237,0.3187370821662288,0.3449085970103444,0.42639201385818637,-1.2700630319558521,-0.020944810580634955
development,direct,1,Ensemble,83,5033.0,5140.192601699611,13.276190463774173,20.67256496139185,38.75311627684134,0.2189397592873547,0.29731857092967096,0.37217100629870653,1.2914771289109757,0.021297953844548176
development,direct,1,XGBoost,83,5033.0,4898.685782432556,14.054200930767749,27.563608695758845,35.19163362079102,0.23177005310028276,0.28819550450576203,0.3554009925502863,-1.618243585149926,-0.026686711219440464
development,direct,1,LightGBM,83,5033.0,5491.258049964905,13.980984435024032,23.714952045077744,43.42149261390099,0.23056262827478535,0.31115691489358527,0.4066761295832491,5.521181324878371,0.09105067553445356
development,direct,1,DynamicRidge,83,5033.0,6704.407558441162,29.734215242316925,60.32552412245855,74.31543549163413,0.490351652118479,0.4556393319024557,0.5996572549516229,20.137440463146532,0.33208971953927324
development,direct,1,SeasonalNaive,83,5033.0,5900.333333333333,49.41365461847389,78.36643750639112,186.40643834542624,0.8148884032055103,0.6714908849382958,1.0165004654379075,10.449799196787147,0.17232929333068414
development,direct,1,MovingAvg28,83,5033.0,4936.407407407406,53.211130235226605,89.98998544339618,206.17385513042132,0.8775131749500911,0.675080884650814,1.071266206363195,-1.1637661758143678,-0.019191852293382182
development,direct,2,NeuralNet,84,4428.0,4456.962386574094,12.301730506903736,19.86368933104229,40.524823583456104,0.23336616137757765,0.2625354375065036,0.38729665491961235,0.3447903163582607,0.006540737708693292
development,direct,2,Ensemble,84,4428.0,4774.796755911975,11.687105345074757,18.1637284065325,36.66817512346523,0.22170660546212276,0.2563946394297825,0.3581848130370658,4.128532808475883,0.07831905056729317
development,direct,2,XGBoost,84,4428.0,4509.291275978088,10.731963555018107,16.44179553181425,35.68232841360759,0.2035873845125386,0.27351165183734005,0.3712429748144004,0.9677532854534331,0.01835846340968572
development,direct,2,LightGBM,84,4428.0,5238.3781480789185,16.112952402659825,30.439196185222237,39.19662981209937,0.3056657637360942,0.28357576880689145,0.38035770043852996,9.64735890570141,0.18301222856344138
development,direct,2,DynamicRidge,84,4428.0,6044.367456436157,24.677798589070637,45.62580579720925,60.95524851452814,0.4681425206598766,0.37776160932600955,0.5274508241870165,19.242469719478063,0.36503330091150793
development,direct,2,SeasonalNaive,84,4428.0,6228.166666666666,33.43055555555556,47.068680119036145,211.33705861549225,0.6341839807286962,0.5907263852486168,0.8947809626395216,21.430555555555557,0.40654170430593195
development,direct,2,MovingAvg28,84,4428.0,5130.88888888889,38.59561602418746,56.784322860912226,206.48990434993487,0.7321661576404125,0.5770377254858123,0.9179460453259473,8.367724867724869,0.1587373281140219
development,direct,3,NeuralNet,84,4684.0,4403.531757558758,19.73579207250767,36.762691579988626,82.57147355414335,0.3539296614198643,0.4062579451741068,0.6178352422386358,-3.3389076481100286,-0.05987793391145226
development,direct,3,Ensemble,84,4684.0,4717.8131812734755,19.585645599213287,35.24987852904869,65.14855909975404,0.3512370261174031,0.39060119471699184,0.5407813951413225,0.40253787230327615,0.007218868760349102
development,direct,3,XGBoost,84,4684.0,4653.580410957336,18.88028157325018,34.943314591003656,53.37891373216293,0.3385874577611048,0.40200744832497337,0.49797195990389687,-0.362137964793614,-0.006494361452319295
development,direct,3,LightGBM,84,4684.0,5049.093963623047,23.123893011183966,42.356393795313245,62.31824878912933,0.4146897978094477,0.4036252521277584,0.5317181283445659,4.346356709798177,0.07794491110654289
development,direct,3,DynamicRidge,84,4684.0,6251.825688362122,32.40111928894406,79.11047860515968,121.4471778734003,0.5810619172227373,0.4641682135011641,0.7156226282102499,18.664591528120496,0.33471940400557676
development,direct,3,SeasonalNaive,84,4684.0,5680.5,47.38690476190476,79.31096498383226,475.7918991548801,0.8498078565328779,0.7213162815419197,1.2936895295424824,11.863095238095237,0.21274551665243382
development,direct,3,MovingAvg28,84,4684.0,4489.064814814814,53.49737024439405,83.47400536631939,463.81060683684814,0.9593892187295261,0.7654734406172927,1.3127196163226746,-2.3206569664903,-0.04161724705063732
development,direct,4,NeuralNet,84,4371.0,4038.823960573903,16.487284474843705,30.73114648538175,49.39752425247625,0.3168455492763375,0.36625745951075783,0.47131482366475985,-3.9544766598344876,-0.07599543340793799
development,direct,4,Ensemble,84,4371.0,4067.308167671477,13.813771389812208,27.424009512367384,48.071489557635196,0.26546712348300744,0.3406654928183573,0.43893315775291397,-3.6153789562919383,-0.06947879943457397
development,direct,4,XGBoost,84,4371.0,3787.154789209366,16.821827431519825,30.26284981469455,51.89200706549405,0.32327465208136935,0.3943165001600422,0.47650365692310986,-6.950538223698025,-0.13357245728451936
development,direct,4,LightGBM,84,4371.0,4273.186780929565,14.588195074172248,28.59903150678385,52.49944987459146,0.28034966511792925,0.3580923131615708,0.45828486884902137,-1.16444308417184,-0.02237776688868327
development,direct,4,DynamicRidge,84,4371.0,4858.551772356033,17.43234895240693,32.587070231686916,70.8966619681018,0.33500739235922716,0.4437240898513072,0.5537295095516045,5.8041877661432535,0.1115423867206665
development,direct,4,SeasonalNaive,84,4371.0,5574.833333333334,38.498015873015866,59.001650613625,199.16516130085847,0.7398383283764203,0.738824956069243,1.0384748631659293,14.331349206349206,0.27541371158392436
development,direct,4,MovingAvg28,84,4371.0,4383.194444444445,50.004865835222994,82.4046239906545,212.11398903799622,0.9609720270324255,0.8010104156791853,1.1101639392680929,0.1451719576719573,0.002789852309413044
development,direct,5,NeuralNet,84,7679.0,8365.035590699426,21.374624715362252,29.83955052790149,35.765294374393775,0.23381540253814678,0.26982421991758737,0.37675241817809363,8.167090365469344,0.08933918357851606
development,direct,5,Ensemble,84,7679.0,8192.384313954513,19.34824869681624,27.272230383104628,28.65718508470046,0.21164902858869178,0.23524916062253337,0.3115708627698671,6.111718023268002,0.06685562103848317
development,direct,5,XGBoost,84,7679.0,8198.457991600037,20.420927059082757,30.861156058592297,28.05930380432031,0.22338297603372206,0.24105489793983872,0.3176168980240786,6.184023709524245,0.06764656746972739
development,direct,5,LightGBM,84,7679.0,8029.12052154541,22.392925307864235,31.951746720194144,29.357996578460888,0.24495451567399346,0.25851032226618337,0.3241125161799818,4.168101446969168,0.0455945463661167
development,direct,5,DynamicRidge,84,7679.0,13012.558742523193,79.01905509403774,171.73559311430216,85.35970803553263,0.8643834650213791,0.49971632652636844,0.6788590622214707,63.49474693479992,0.6945642326505005
development,direct,5,SeasonalNaive,84,7679.0,10355.5,55.029761904761905,83.59520164516167,132.32852513699686,0.6019664018752442,0.49397814824395453,0.8354436697662058,31.863095238095237,0.34854798801927334
development,direct,5,MovingAvg28,84,7679.0,8822.370370370367,53.95849080372891,78.29816526285167,121.19706924913463,0.5902478483543727,0.5219115795371381,0.809641756142646,13.611552028218691,0.14889573777449797
development,direct,6,NeuralNet,84,2260.0,2150.8389595500203,9.099667380642856,13.995672770213783,50.716489258589924,0.3382177256522123,0.3307617669715703,0.4627803792158092,-1.299536195833095,-0.04830134533184956
development,direct,6,Ensemble,84,2260.0,2169.1177056748234,8.19148771424127,12.743446961353607,44.33682179948675,0.304462375219587,0.30615037805439116,0.4229369842939205,-1.081932075299719,-0.04021340456866212
development,direct,6,XGBoost,84,2260.0,2186.1915917396545,8.555341215360732,13.724561949920146,46.63785236498813,0.317986133668275,0.32232481873004815,0.4438488150385042,-0.8786715269088745,-0.032658587725816576
development,direct,6,LightGBM,84,2260.0,2175.0455956459045,7.842265622956412,12.201577733529028,40.39517881479116,0.29148243908333565,0.3065050773728227,0.4193449301246613,-1.0113619565963745,-0.037590444404467016
development,direct,6,DynamicRidge,84,2260.0,2041.6616253852844,11.464599149567741,16.13536153466056,53.02286620588954,0.426117844497208,0.4231116858171625,0.5308611959058833,-2.5992663644608998,-0.09660990027199805
development,direct,6,SeasonalNaive,84,2260.0,3143.0,22.654761904761905,33.95953474357386,152.8918613180016,0.8420353982300885,0.6426732402460752,0.8975818804176775,10.511904761904763,0.39070796460176993
development,direct,6,MovingAvg28,84,2260.0,2867.12037037037,20.36112685815067,26.66477092090385,135.93511165224137,0.7567852460551576,0.6354983195232882,0.8528559342221812,7.227623456790122,0.2686373320222877
development,direct,7,NeuralNet,84,2259.0,2316.776344193799,8.387394415182984,11.047508974575846,60.16851218014494,0.31188186404398877,0.4059913419404256,0.5127867849404694,0.6878136213547495,0.025576070913589623
development,direct,7,Ensemble,84,2259.0,2302.3976417042427,7.924118981771685,10.722994830296992,51.05918259979892,0.29465515470067355,0.36979575498102263,0.45398026952597076,0.5166385917171804,0.019210996770359964
development,direct,7,XGBoost,84,2259.0,2329.1797688007355,8.564238670326414,12.212508930127091,46.751317932840244,0.3184577460413541,0.3702201759730076,0.4337202422768927,0.8354734381039938,0.03106674139032115
development,direct,7,LightGBM,84,2259.0,2271.9569630622864,8.095051998183841,10.743516051841919,51.466412328650165,0.3010112296801428,0.3815669568075228,0.46271476299501174,0.154249560265314,0.00573570742022416
development,direct,7,DynamicRidge,84,2259.0,2458.3702006340027,14.08136100428445,22.01303162780254,85.4630868351875,0.5236097053385984,0.5207076917156731,0.6544690076446535,2.373454769452413,0.0882559542425864
development,direct,7,SeasonalNaive,84,2259.0,3179.1666666666665,23.263888888888886,33.26571017647111,207.00379570014212,0.8650582853770105,0.6711224964880984,0.9937173682624947,10.954365079365079,0.40733362844916626
development,direct,7,MovingAvg28,84,2259.0,2871.4074074074074,20.988693625598383,27.810924788134425,216.61555207358472,0.7804560710713875,0.6936552672237374,1.005753427469725,7.290564373897708,0.271096683225944
development,direct,8,NeuralNet,84,3762.0,3462.2098365620814,12.913781242952243,17.54692833241724,45.458337320747574,0.28834599266560035,0.38613244171033234,0.46928262873798987,-3.5689305171180785,-0.07968903865973381
development,direct,8,Ensemble,84,3762.0,3570.5999666856305,10.974990318694763,16.074606450559276,38.53229478782234,0.24505560520211592,0.3327291666591707,0.41230126164514724,-2.2785718251710665,-0.05087720183795045
development,direct,8,XGBoost,84,3762.0,3512.7075414657593,11.86686951205844,17.37716617822848,37.905134017623524,0.26496997315600984,0.36016276137184466,0.4203438379436694,-2.967767363502866,-0.06626593794105283
development,direct,8,LightGBM,84,3762.0,3707.76292347908,12.472983618577322,19.096304630536768,41.235597845558225,0.2785036214674362,0.34657895162693625,0.435775114516008,-0.6456794823919024,-0.014417085731238649
development,direct,8,DynamicRidge,84,3762.0,3420.1684856414795,16.701882521311443,26.626841965950188,63.375741943491704,0.3729287963291231,0.4028378075339426,0.5554266059133861,-4.069422789982387,-0.09086430472049987
development,direct,8,SeasonalNaive,84,3762.0,4862.166666666667,37.09722222222222,54.501896112834274,204.20007674969818,0.8283271309587099,0.6993959913189098,1.0195506932322829,13.09722222222222,0.29244196349459506
development,direct,8,MovingAvg28,84,3762.0,4693.333333333332,36.51332199546484,51.2226523092996,210.2277488780055,0.8152894863421177,0.6934414611062424,1.0302579091826551,11.087301587301587,0.24756335282651074
development,direct,9,NeuralNet,84,3192.0,3352.9340083702027,10.117988122468782,12.499864547906258,49.21846859472049,0.26626284532812583,0.35360936392243514,0.4520431392617211,1.9158810520262235,0.05041792242174272
development,direct,9,Ensemble,84,3192.0,3370.0162909735545,10.583795166837968,14.331335822444158,45.62918178133828,0.2785209254431044,0.34398951022637286,0.4230703462774368,2.1192415592089797,0.055769514716025786
development,direct,9,XGBoost,84,3192.0,3256.008599281311,10.859058686665126,15.738305114605067,41.487191086283175,0.2857647022806612,0.32780733102608217,0.40818626611940756,0.7620071343013218,0.020052819323718996
development,direct,9,LightGBM,84,3192.0,3458.8664054870605,12.508590562002999,18.476341036978265,48.2990847131821,0.32917343584218417,0.36608703370644086,0.4453916849956078,3.1769810177031017,0.08360476362376583
development,direct,9,DynamicRidge,84,3192.0,3247.2442531585693,12.426691668374199,18.518064938434804,53.867960510123304,0.327018201799321,0.3699214013518571,0.5067331317192248,0.6576696804591587,0.017307096854188388
development,direct,9,SeasonalNaive,84,3192.0,4333.166666666667,26.490079365079364,36.3592133327977,131.48807805672135,0.6971073517126148,0.5925906505699696,0.8395964589682321,13.585317460317459,0.3575083542188805
development,direct,9,MovingAvg28,84,3192.0,3582.685185185185,23.94268077601411,31.759249654940973,130.32833848977472,0.6300705467372135,0.6017690980116644,0.8529750114831894,4.651014109347443,0.12239510814072219
development,direct,10,NeuralNet,84,2185.0,2443.2865748598356,8.476506573269132,12.863203180801795,72.24820220655224,0.32587027558563253,0.35936330476155787,0.543881615639739,3.0748401769028026,0.11820895874592009
development,direct,10,Ensemble,84,2185.0,2397.947051679879,7.784130610422752,12.233299875143222,61.978644296140104,0.2992526184327282,0.33251990384945435,0.5071396957716594,2.5350839485699974,0.09745860488781684
development,direct,10,XGBoost,84,2185.0,2335.9394421577454,8.686763292267209,13.271092966245744,59.55505231935126,0.3339533714189682,0.3468472484195175,0.503243566595271,1.79689812092554,0.06907983622780108
development,direct,10,LightGBM,84,2185.0,2395.8436517715454,8.268589485259284,12.482507489015845,60.94284672762943,0.3178771243761006,0.3523315321562211,0.5106660492165401,2.5100434734707786,0.0964959504675265
development,direct,10,DynamicRidge,84,2185.0,2248.6478385925293,10.411185423533121,15.174469067628143,90.14424514985484,0.4002469453440651,0.41913827155288236,0.6277676725231482,0.7577123641967773,0.02912944558010494
development,direct,10,SeasonalNaive,84,2185.0,2866.5,16.827380952380953,21.956735055233377,184.75604687324224,0.6469107551487414,0.6033842225250515,0.9118166602348293,8.113095238095237,0.31189931350114414
development,direct,10,MovingAvg28,84,2185.0,2336.083333333334,15.681264172335599,20.968204871943055,171.10758114749808,0.602849515092078,0.5911051150667412,0.8820060020108403,1.7986111111111123,0.06914569031273841
development,direct,11,NeuralNet,84,4190.0,4762.272598649037,13.375813883776939,21.652247097812268,41.331710465675506,0.2681547413454088,0.30745786438050193,0.39344071061479824,6.812769031536151,0.13658057246993716
development,direct,11,Ensemble,84,4190.0,4757.259597415318,12.796328957805551,20.174726015487067,39.27379261060807,0.25653738244765306,0.30196661285940496,0.3742232854468797,6.753090445420453,0.13538415212776087
development,direct,11,XGBoost,84,4190.0,4645.148369312286,14.96764204047975,26.134782326954216,43.34994677862155,0.30006728673038163,0.33119650376857246,0.41979175331868873,5.418432968003409,0.10862729577858864
development,direct,11,LightGBM,84,4190.0,4824.498383522034,14.317234118779501,22.862732562445526,40.67881506269633,0.2870280825721905,0.3157392103377519,0.3880594431397548,7.553552184786115,0.15143159511265722
development,direct,11,DynamicRidge,84,4190.0,5933.501554965973,28.22982515039898,51.88981520343011,75.77566332850296,0.5659439886953495,0.45958205121338647,0.592352373400507,20.75597089245206,0.4161101563164613
development,direct,11,SeasonalNaive,84,4190.0,6180.833333333333,53.6765873015873,83.92662808737404,192.8479637304426,1.0760938743038981,0.6961194976889301,1.0213130830478299,23.700396825396826,0.47513922036595063
development,direct,11,MovingAvg28,84,4190.0,4968.527777777776,49.243527966742235,72.59178581043089,173.26897618809778,0.9872210857294387,0.7902352571816383,1.024850140192505,9.268187830687829,0.18580615221426672
development,direct,12,NeuralNet,84,2437.0,2583.445179040036,8.420441846042385,11.749078405380992,48.862740074917276,0.290240917138925,0.3410784500031141,0.4525404916653522,1.7433949885718512,0.060092400098496306
development,direct,12,Ensemble,84,2437.0,2457.494732084799,8.233271413157265,11.486775669949568,45.55196638442725,0.28378941268166197,0.3273945051368372,0.42981463306799905,0.2439849057714182,0.008409820305621308
development,direct,12,XGBoost,84,2437.0,2305.1656579971313,10.263862008140201,15.630893933710183,48.384064410036046,0.3537810458283861,0.37078127207461736,0.48559198024472594,-1.569456452415103,-0.05409698071516974
development,direct,12,LightGBM,84,2437.0,2438.879623413086,8.338471480778285,11.235305054451043,46.937089722815,0.28741551267352317,0.3425219487235479,0.44626139845589885,0.02237646920340402,0.0007712857665514721
development,direct,12,DynamicRidge,84,2437.0,2220.5016679763794,14.007843573888143,22.009267932908294,66.43323393650168,0.48283088231703075,0.478442245230355,0.6365303959806098,-2.5773610955192927,-0.0888380517126059
development,direct,12,SeasonalNaive,84,2437.0,3346.5,24.017857142857142,33.33742534406982,170.73448719897814,0.8278621255642183,0.6740603664330889,0.957320243836624,10.827380952380953,0.37320475995075914
development,direct,12,MovingAvg28,84,2437.0,2650.166666666667,20.687358276643987,29.550687010570066,134.33050194695574,0.7130644625515367,0.6231638950501177,0.876417854551975,2.537698412698412,0.08747093420872655
development,direct,13,NeuralNet,84,4299.0,3980.5311415001006,13.066151456560874,19.658292303802725,39.60267855916812,0.25530512266832134,0.3149343046089989,0.40532435181919263,-3.791295934522611,-0.07407975308208871
development,direct,13,Ensemble,84,4299.0,4063.98693721548,11.924363595250776,16.57003459735833,33.2051241616374,0.2329952412191359,0.2860463703421429,0.3475154887574886,-2.7977745569585672,-0.05466691388334954
development,direct,13,XGBoost,84,4299.0,3842.4452748298645,13.277485240073432,20.198595558211583,30.362635231354396,0.25943446386745017,0.2883473898881008,0.3410809973882577,-5.43517529964447,-0.10620021520589334
development,direct,13,LightGBM,84,4299.0,4283.036942481995,14.369559912454514,19.84308113919697,35.62808437156645,0.28077297805214685,0.31094336353970065,0.3792119784095996,-0.19003639902387345,-0.0037132024931391884
development,direct,13,DynamicRidge,84,4299.0,4334.200150489807,18.397029751823062,30.183745818932053,53.67940672136792,0.35946743409005283,0.38762399787248814,0.5164525015957685,0.419049410592942,0.008187985691976537
development,direct,13,SeasonalNaive,84,4299.0,5711.0,38.95238095238095,52.443620520834884,161.624689781412,0.7611072342405211,0.6724724599588494,0.9646969056391103,16.80952380952381,0.3284484763898581
development,direct,13,MovingAvg28,84,4299.0,4565.046296296296,35.34663958175863,46.067623493025835,149.26404876803429,0.6906531111578798,0.6536655821473831,0.9096193944876586,3.1672178130511477,0.06188562370232529
development,direct,14,NeuralNet,84,2006.0,2045.2606634030242,6.429829371157374,9.277443281011127,36.7151418200726,0.2692450982937285,0.2910447558647715,0.3699368531220055,0.4673888500360069,0.01957161685095941
development,direct,14,Ensemble,84,2006.0,2007.8104916142047,5.904939331621159,8.61010072185437,33.09814408982642,0.24726565496319908,0.2769511905252903,0.3382289776767724,0.021553471597675594,0.0009025381925248006
development,direct,14,XGBoost,84,2006.0,1956.0447750091553,6.570685727255685,9.754065274177831,35.91861963448428,0.27514337043343845,0.3058563508094968,0.36966102444594384,-0.5947050594148182,-0.024902903784070153
development,direct,14,LightGBM,84,2006.0,2006.4242539405823,6.230770763896761,8.949954113897993,33.60291538530712,0.26090964315420134,0.2914589447488311,0.3453741138108143,0.005050642149788993,0.00021149249281269958
development,direct,14,DynamicRidge,84,2006.0,1922.9073915481567,8.921291249138969,12.26249082332992,48.24300503005387,0.3735735119280525,0.39055057466846205,0.45933918888962405,-0.9891977196648007,-0.04142203811158687
development,direct,14,SeasonalNaive,84,2006.0,2721.8333333333335,14.950396825396824,21.36280361532349,106.88147259360943,0.6260385510136257,0.5130676623530326,0.7322062899628876,8.521825396825395,0.35684612828182116
development,direct,14,MovingAvg28,84,2006.0,2387.4537037037035,13.518156336608719,17.927010246801117,104.48886828305619,0.5660643730185106,0.5304828893497223,0.7190320324496116,4.541115520282186,0.19015638270374058
development,direct,15,NeuralNet,77,2728.0,2552.5036425186613,10.166535744993968,15.56600114475721,45.73716135204112,0.286958670221604,0.3049997440671834,0.4515355428158013,-2.279173473783623,-0.06433150934066678
development,direct,15,Ensemble,77,2728.0,2570.056912898782,10.756022307114128,16.622047072056304,45.97900449973966,0.30359740382983424,0.3135696517275435,0.458677960551295,-2.0512089233924438,-0.05789702606349639
development,direct,15,XGBoost,77,2728.0,2537.0175795555115,13.058970048830107,20.192230721025897,55.68327565298129,0.3685999610556885,0.36914855846318895,0.5333728369059239,-2.4802911746037473,-0.07000821863800899
development,direct,15,LightGBM,77,2728.0,2607.438991546631,11.176589173155946,16.395907992885636,45.15996837075728,0.315468242790692,0.33336151823300975,0.44851726950361537,-1.5657273825112876,-0.04419391805475408
development,direct,15,DynamicRidge,77,2728.0,2772.211965560913,14.763634223442573,20.68084037728651,66.42651051376598,0.41671548211329845,0.4229271994985435,0.5632379259940455,0.5741813709209491,0.01620673224373647
development,direct,15,SeasonalNaive,77,2728.0,3209.1666666666665,25.365800865800864,34.06519617127707,128.08783407946865,0.7159701857282502,0.6363007218957668,0.919243442889288,6.248917748917749,0.17638074291300096
